Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,IXIC,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,Name,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
2017-02-23,20810.320313,-1.1066909599,0.0016712251,0.0015715957,0.0057675003,0.0002076284,0.962848302,3.7696602076,4.6221087856,3.6963907916,20567.8255472,20366.4788242,19985.6502005,18915.0410866,0.38,0.51,0.65,1.87,2.38,0.0162283156,0.0090971576,3.91,4.61,-0.0026643624,-0.0022169545,0.0013920267,-0.001293116,-0.0042301947,-0.0039971284,-0.0102209034,0.0182396256,0.000768713,0.0040398073,0.0022275702,0.0105028914,-0.0009374911,-0.0042315303,-0.0042304776,0.000418987,-0.0035989465,-0.0042862487,-0.003018203,-0.0065818458,0.0005169359,2,1.87,1.73,0.13,0.27,0.7,2.23,3.96,4.1,4.23,-0.0294117647,-0.0327868852,-0.0260416667,DJI,0.16,1.33,-0.08,-3.26,1.6,-0.5,0.23,0.24,-0.14,3.38,0.03,0.13,-0.36,0.96,-0.15,0.54,0.12,-0.6,0.07,-0.41,-0.14,-0.17,-0.91,0.94,0.95
2017-02-24,20821.759766,-1.2575330705,0.000549701,0.0016712251,0.0015715957,0.0057675003,0.9795950178,3.219048613,4.7113595317,3.5861540816,20613.9954052,20409.8389139,20018.4388109,18934.0134117,0.39,0.51,0.64,1.8,2.31,-0.0089941263,0.004607741,3.85,4.54,0.0082240157,-0.0064805188,-0.0048615226,-0.0011929528,0.0009522083,-0.0081554724,0.0056629247,0.0084634842,-0.0087786133,0,-0.0116259357,-0.0085595134,-0.0094146543,-0.003809405,-0.012035642,0.0014933641,-0.0061854043,0.0016794236,0.0006329953,-7.16861943458E-05,-0.0012859258,1.92,1.8,1.67,0.12,0.25,0.69,2.23,3.9,4.03,4.15,-0.0151515152,-0.0508474576,-0.0374331551,DJI,-0.53,-1.04,-0.95,1.4,-0.84,-1.07,-0.05,-0.17,-0.21,0.53,-0.53,-0.9,0.21,0.38,-0.46,-0.35,1.99,-0.04,0.1,0.13,0.04,0.04,-0.92,0.93,0.6
2017-02-27,20837.439453,16.145315602,0.0007530433,0.000549701,0.0016712251,0.0015715957,1.0346593609,2.8026047977,3.8162569101,3.7009471688,20654.6215957,20450.5627748,20050.5564831,18952.9529743,0.43,0.5,0.67,1.87,2.36,0.0009260974,0.0028317313,3.87,4.57,-0.0124743254,-0.0043839744,0.0014274155,0.0051270847,0.0019756256,0.0040225558,-0.0082808874,-0.0026888372,0.0011070298,-0.0060352829,0.0043245113,0.0056733965,-1.2395257428E-05,0.0012838473,0.0015790919,0.001017983,-0.001696109,0.0028381459,-0.0076144774,0.0096448605,0.0014781337,1.93,1.86,1.69,0.07,0.24,0.7,2.21,3.9,4.07,4.14,0.0461538462,0.0714285714,0.0388888889,DJI,-0.01,-0.11,0.01,0.3,0.11,0.14,0.13,0.32,0.12,0.05,-0.27,-0.39,0.08,2.51,-0.67,-0.17,-0.18,0.9,0.14,0.13,0.04,0.04,1.33,-0.33,-0.33
2017-02-28,20812.240234,-2.2543744088,-0.0012093242,0.0007530433,0.000549701,0.0016712251,0.3338004821,1.9600085192,3.7891701598,4.2116261765,20683.2795299,20485.0082471,20080.4264341,18971.4533451,0.39,0.53,0.68,1.89,2.36,-0.0007401925,-0.0012726694,3.84,4.55,0.0032097913,0.0049648713,0.0051527139,-0.0044343327,0.0004382678,-0.004242125,-0.004342084,-0.0015523121,0.0021011058,-0.0038923087,-0.0031002411,-0.0026980745,0.0027656148,0.0014338759,0.0009930273,-0.0025783762,-0.0077040719,-0.0062198198,0.0040490477,-0.0151210022,-0.0039763429,1.97,1.83,1.68,0.14,0.29,0.71,2.19,3.87,4.02,4.16,0.0147058824,0.0166666667,0.0106951872,DJI,-0.2,-0.61,0.28,0.6,-0.07,0.16,-0.03,-0.09,0.28,-2.22,-0.84,0.09,-0.29,3.01,-0.05,0,0.36,-1.51,-0.23,-0.31,0,-0.01,1.14,0,-0.33
2017-03-01,21115.550781,-0.8591841305,0.0145736616,-0.0012093242,0.0007530433,0.000549701,1.6363001713,2.9805325798,5.1032701162,6.3001171804,20761.8743028,20545.059917,20121.0195458,18992.7876479,0.45,0.62,0.78,1.99,2.46,-0.0033333333,-0.0121057662,3.95,4.64,-0.0049262985,0.0029446981,0.0094336046,-0.0005385657,0.0204393598,0.0095143889,0.0127474677,0.0135013666,0.0328845167,0.0150047202,0.0319626636,0.0209050295,0.0210452433,0.0164523504,0.0196697825,0.0136738545,0.0015062622,0.0134907998,0.0016044419,0.0194420919,0.0129278181,2.01,1.84,1.68,0.17,0.33,0.69,2.18,3.86,4.02,4.19,0.1449275362,0.0573770492,0.0529100529,DJI,0.24,1.39,2.12,0.85,-0.33,1.81,1.36,-0.28,1.34,1.62,0.21,,1.01,0.9,1.36,-0.67,0.12,1.98,1.3,0.32,0.64,0.65,3.04,0.49,0.03
2017-03-02,21002.970703,3.2671976883,-0.0053316193,0.0145736616,-0.0012093242,0.0007530433,0.9257444725,1.8975062894,4.7303021011,5.5906421747,20805.710012,20588.670468,20155.6058657,19012.7894694,0.5,0.66,0.82,2.03,2.49,-0.0221107395,-0.0018542406,3.95,4.65,-0.0085538306,0.0092326377,0.0030575526,0.0023010602,-0.0059373778,-0.0048882214,0,-0.0018569675,-0.0155982802,-0.0143209112,-0.0170768625,0.0033727537,0.0005986351,-6.77240659682E-05,-0.000631474,-0.0058598805,-0.0020364621,-0.0072509068,-0.0052067598,-0.0127118438,-0.0073156645,1.99,1.83,1.67,0.16,0.32,0.7,2.16,3.83,3.99,4.15,0.0632911392,0.023255814,0.0201005025,DJI,-1.35,-2.27,0.04,-1.76,-2.27,-0.03,-0.4,-0.38,0.1,-1.35,-0.64,1.09,-0.39,0.18,1.19,-1.12,-4,-1.33,-0.48,0.43,0.41,0.41,-0.82,-3.1,-1.09
2017-03-03,21005.710938,-1.0473438568,0.0001304689,-0.0053316193,0.0145736616,-0.0012093242,0.8834564132,1.871705726,4.1309439177,5.6364387528,20842.0738167,20628.388608,20188.9433195,19032.6195337,0.54,0.7,0.82,2.02,2.49,0.013300399,-0.0093691947,3.95,4.65,0.0002086016,0.0019365498,0.0030482325,0.0007846328,0.0059009208,0.0011426795,-0.0023186485,0.0012942166,0.0071630563,0.0037493828,0.0030659173,-0.0100840813,0.0063117126,-0.0010972173,-0.0026709045,0.0005038771,-0.007389965,0.0016259046,-0.0036272329,-0.0011034406,0.0019402328,1.95,1.79,1.67,0.16,0.28,0.7,2.16,3.83,3.95,4.11,0,0,-0.0049261084,DJI,0.3,1.49,0.63,0.3,1.37,-0.32,-0.12,1.1,-0.17,-2.41,-0.38,-0.92,0.14,0.82,-0.76,-0.31,-0.05,-0.17,-0.03,-0.56,-0.64,-0.65,0.17,0.9,-0.08
2017-03-06,20954.339844,-12.9893722722,-0.0024455775,0.0001304689,-0.0053316193,0.0145736616,0.561011305,1.6014752219,3.3793390324,4.3986778478,20862.4858217,20659.4315829,20218.9588695,19051.7411289,0.53,0.73,0.82,2.02,2.49,-0.0026251641,0.0036282104,3.98,4.66,0.0020660282,-0.004329144,-0.0007989427,0.0012486207,-0.0031478252,-0.0038476255,-0.0039840968,-0.0006462719,-0.0094828122,0.0003112374,-0.0047545934,0.0044870604,-0.0045924616,-0.0032816278,-0.0057335907,-0.0032772406,0.0018494082,-0.0036741173,0.0048329543,-0.0070868606,-0.0043609643,1.96,1.76,1.67,0.2,0.29,0.68,2.17,3.84,3.93,4.13,-0.0119047619,-0.0075757576,0,DJI,-0.21,0.2,-0.45,-1.64,-0.24,-0.51,-0.11,-0.38,-0.27,1.88,0.13,0.37,-0.2,2.62,-0.56,-0.68,-1.4,-0.6,-0.24,0.44,0.09,0.1,0.99,-1.17,-0.68
2017-03-07,20924.759766,-0.6973965169,-0.0014116445,-0.0024455775,0.0001304689,-0.0053316193,0.5406411359,0.8762462807,2.5112462673,4.3502971083,20873.808357,20684.7009337,20246.637336,19070.3781302,0.54,0.75,0.85,2.05,2.52,-0.0095882685,-0.0116170437,4,4.67,-0.0046519871,0.0006148603,0.0014497086,7.25036976885E-05,0.0012918617,-0.0006968557,-0.0046666333,0.0009700348,-0.0055482377,0.0020227946,-0.0052892338,-0.0037426656,-0.0034572173,-0.0015101968,0.0006471816,-0.0029133738,0.0035934062,-0.002607203,0.0026408141,-0.0067690049,-0.0035911396,1.98,1.77,1.67,0.21,0.31,0.67,2.15,3.82,3.92,4.13,0.0481927711,0.0076335878,0.0148514851,DJI,0.12,-0.16,-0.35,-1.25,-0.11,-0.03,-0.21,-0.14,-0.15,-2.68,0.38,0.5,-0.21,-2.65,-0.05,-0.56,-1.31,-0.69,-0.38,0.11,0.17,0.17,-0.54,-1.52,-0.84
2017-03-08,20855.730469,-5.5105899771,-0.003298929,-0.0014116445,-0.0024455775,0.0001304689,-1.2304690259,0.3856969787,1.7133890238,3.8100069322,20870.5214683,20700.9894608,20270.5233412,19088.1428301,0.52,0.72,0.84,2.08,2.57,-0.0541002278,-0.0061233716,4.07,4.72,-0.0031365118,7.90312244881E-05,0.0006790335,0.0008119825,-0.0037270928,0.0052953593,-0.002009444,0.0021803763,-0.002187999,0.0091614283,-0.0015437393,-0.0180562052,0.0011059495,-0.0005995234,9.77693754556E-05,-0.0022842155,0.0042734225,0.0006204443,-0.0005369368,-0.0064296273,-0.0050502985,2.05,1.85,1.73,0.2,0.32,0.65,2.15,3.88,4,4.2,-0.0114942529,0.0303030303,0.0146341463,DJI,-0.8,-5.03,0.12,-0.69,-5.38,0.2,-0.22,-0.24,0.16,1.46,0.45,0.06,0.25,2.73,-0.52,-0.58,-1.34,-0.66,-0.11,0.16,0.27,0.26,-1.92,-1.37,-0.67
2017-03-09,20858.189453,-2.1099122258,0.0001179045,-0.003298929,-0.0014116445,-0.0024455775,-0.6893370088,0.2300259644,1.1950890675,4.0083573693,20868.2792837,20715.9608887,20293.5690711,19105.7552343,0.48,0.72,0.86,2.13,2.6,-0.0216736905,-0.0021915316,4.11,4.77,-0.0022286861,0.0042571493,0.0056299169,0.0013908407,-0.0023022086,0.0029394474,-0.0046979532,0.014907325,0.0039469467,-0.0040005387,0.0084178321,0.007898297,0.004239466,-0.002672279,0.0009258621,0.0007998955,-0.0118032883,0.0002158875,-0.0073808754,-0.0043337266,0.0008236822,2.12,1.88,1.74,0.24,0.38,0.66,2.17,3.91,4.05,4.29,0.023255814,0.0073529412,0.0240384615,DJI,-0.28,-1.73,0.42,-0.85,-1.99,0.03,0,0.34,-0.38,-0.5,-1.17,-0.39,0.07,2.52,0.31,-0.2,-1.53,-0.4,0.1,-0.26,-0.23,-0.22,-0.84,-1.91,-0.56
2017-03-10,20902.980469,0.6251996025,0.0021474067,0.0001179045,-0.003298929,-0.0014116445,-0.48905971,0.3900760738,1.3734922574,3.6216814253,20874.5885901,20733.7722773,20317.4675573,19123.6380725,0.58,0.73,0.87,2.11,2.58,-0.0143589744,-0.0032323567,4.11,4.76,-0.0016407578,0.0064504198,0.0015423402,-0.0002459526,0.0033170322,-0.000633034,0.0209036076,0.0020643272,-0.003166987,0.003089711,0.0025553151,-0.0007346272,0.0023707789,0.0038414351,-0.0012697834,0.0032686704,0.0028555285,0.0039254438,-0.0012391665,0.0037790894,0.0037634381,2,1.85,1.71,0.15,0.29,0.65,2.18,3.89,4.03,4.18,0.0113636364,-0.0072992701,-0.0093896714,DJI,0.48,-1.57,0.23,0.66,-1.6,-0.16,0.11,0.9,0.45,-2.11,0.24,0.33,0.28,1.14,0.83,0.3,-0.65,0.34,0.23,-0.11,-0.59,-0.59,-0.39,0.65,0.31
2017-03-13,20881.480469,-0.4800353933,-0.0010285615,0.0021474067,0.0001179045,-0.003298929,-0.3477054183,0.21135522,1.2482013875,3.0198834692,20875.841659,20747.8397241,20339.5857107,19141.1290416,0.67,0.78,0.91,2.14,2.62,-0.0020811655,0.0012888205,4.13,4.79,0.0011556823,-0.0036213948,-0.0035759765,-0.0077566496,0.000431206,0.0024986568,-0.0138705412,0.0037239601,0.0008764461,-0.0033882797,-0.0025488021,-0.0023281828,0.0012577352,0.0032683743,0.0022444355,0.0003666328,0.0110740233,0.00239687,0.0075523587,0.0036769692,0.0016242983,1.95,1.84,1.71,0.11,0.24,0.66,2.17,3.88,4.01,4.12,0.0449438202,0.0294117647,0.0142180095,DJI,0.38,-0.04,0.13,1.12,-0.19,0.27,-0.02,-0.34,0.27,2.17,1.04,1.17,0.25,1.16,0.26,0.03,-0.48,0.51,0.14,-0.38,0.06,0.06,-2.55,-0.59,-0.04
2017-03-14,20837.369141,-1.4863226875,-0.0021124617,-0.0010285615,0.0021474067,0.0001179045,-0.4176421903,0.1207410001,0.4549445162,2.0831160531,20868.8466557,20756.3663352,20359.1066295,19158.0070525,0.76,0.77,0.91,2.13,2.6,-0.0148070907,0.0003321707,4.13,4.78,0.0028443799,0.0015950127,-0.0005424081,0.0082256512,-0.0015085633,-0.0024105102,-0.0107166775,0.0029207689,0.0016418673,-0.0046359914,0.0010220954,-0.0052812578,-0.0050684718,-0.0012488219,-0.0001034388,-0.0033790274,-7.22084277976E-05,-0.0032267991,0.000711751,-0.0057652625,-0.0052216417,1.84,1.83,1.69,0.01,0.15,0.65,2.18,3.87,4.01,4.02,0,0,-0.0046728972,DJI,-0.15,-0.84,-0.5,0.31,-1.4,-0.07,-0.2,-0.47,-0.22,-2.03,-0.08,0.82,-0.26,-3.45,-0.2,-0.07,-0.28,-0.57,-0.36,0.29,0.26,0.38,0.06,-0.12,-0.41
2017-03-15,20950.099609,-4.4492719489,0.0054100144,-0.0021124617,-0.0010285615,0.0021474067,0.4524854219,-0.7835512969,0.8399276232,2.1736272812,20883.61992,20774.8171232,20382.2828248,19175.8388193,0.7,0.72,0.87,2.02,2.51,0.0232853514,-0.0048148763,4.07,4.71,-0.0039759167,-0.0022277683,0.0015835018,0.0002169825,0.0105763145,0.0005160428,0.0074474947,0.0150334825,0.0024041197,0.005278621,-0.000850902,0.0124707004,0.002255655,0.0014542459,0.0017583157,0.008374753,-0.0014730437,0.0073811355,0.0007508129,0.0150104603,0.0114334772,1.81,1.79,1.64,0.02,0.17,0.64,2.2,3.84,3.99,4.01,-0.0430107527,-0.05,-0.0516431925,DJI,1.98,1.75,0.23,0.84,2.39,0.27,0.47,1.24,0.24,1.86,-0.02,0.22,0.63,1.46,-0.15,1.82,0,1.54,0.73,-0.97,-0.97,-0.94,1.16,2.42,1.69
2017-03-16,20934.550781,-0.4081117078,-0.000742184,0.0054100144,-0.0021124617,-0.0010285615,0.3660975857,-0.3257630693,0.5969656696,1.5655618454,20892.8800765,20790.0298525,20403.9403917,19193.3384408,0.67,0.72,0.87,2.05,2.53,-0.0008274721,0.0254838172,4.08,4.74,0.0104298102,-0.0109629164,-0.0130413806,-0.0001301613,0.0016374412,0.0005275825,-0.0003360215,-0.003877171,-0.0009811839,-0.0016988571,0.01039007,0.0008536585,0.0055962321,0.0064326875,0.0061041102,-0.0016267103,0.0208226293,0.0001203314,0.0083828072,0.0023141479,0.0008568075,1.86,1.81,1.66,0.05,0.2,0.66,2.21,3.87,4.02,4.07,0,0.015037594,0.0148514851,DJI,-0.42,-0.14,0.55,0.76,-0.23,0.53,-0.02,0.29,0.71,2.16,2.32,0.61,-0.04,-2.65,-0.05,-0.82,2.42,0.23,-0.04,-0.39,-0.39,-0.38,0.17,-0.12,0.61
2017-03-17,20914.619141,4.3800069834,-0.000952093,-0.000742184,0.0054100144,-0.0021124617,0.0556794856,-0.4336525303,0.4459727518,1.4299364964,20896.8326337,20801.895499,20423.9670093,19210.4656119,0.7,0.72,0.85,2.03,2.5,0.0008281573,0.0002033595,4.06,4.72,0.0054468075,-0.0005467628,0.0019403165,-0.0024444573,-0.0049754566,-0.0013006316,0.0043697143,-0.0031138796,-0.010475764,0.0035582303,-0.0109575523,-0.0008529304,0.0031636045,0.0012135922,0.0009981268,-0.0013143149,0.0008913925,4.07123844263E-05,-0.0096325064,0.0039609466,-0.0009681237,1.8,1.78,1.65,0.02,0.15,0.66,2.22,3.87,4,4.02,-0.0224719101,-0.0148148148,-0.0097560976,DJI,0.31,0.04,0.17,0.49,0.06,0.01,0.16,-0.26,0.3,-1.4,-0.13,0.41,0.23,1.59,-0.46,0.42,0.48,-0.2,0.13,0.23,-0.08,-0.06,0,0.58,0.19
2017-03-20,20905.859375,-0.8206824071,-0.0004188346,-0.000952093,-0.000742184,0.0054100144,0.1167489347,-0.2313624259,0.3283509097,1.366407584,20898.4738594,20811.7968206,20442.8647492,19227.3352016,0.68,0.75,0.87,2,2.47,-0.011377741,0.0022771633,4.03,4.7,0.0026993394,-0.0058760546,0.0007806284,0.0010729769,0.010500764,0.0054674626,-0.004685375,7.81586768414E-05,-0.0071680745,0.0009248805,-0.017726215,0,-0.0033961547,0.0006464384,-0.0035005376,-0.0020098934,0.0079004978,8.97788510421E-05,0.0041270433,-0.00533233,-0.0027681466,1.79,1.72,1.6,0.07,0.19,0.67,2.23,3.83,3.95,4.02,0.0229885057,-0.022556391,-0.0147783251,DJI,0.36,-0.27,-0.38,-0.9,-1.15,0.01,-0.5,-0.03,-1.06,0.32,1,0.02,-0.13,3.15,-0.36,0.56,-0.14,-0.12,-0.65,0,0.12,0.11,-1.37,0.23,0.39
2017-03-21,20668.009766,0.2336239207,-0.0113771744,-0.0004188346,-0.000952093,-0.000742184,-0.8127675517,-1.2270152818,-0.6930078953,-0.3615206769,20856.5712969,20798.1028154,20451.6939655,19241.6702719,0.75,0.76,0.89,1.96,2.43,-0.0161121574,0.0074651087,3.99,4.66,-0.0014098257,-0.0008964446,0.0003525088,0.0002751988,-0.0114520778,-0.0160681931,-0.0117686954,-0.0064028028,-0.0293235591,-0.0110888803,-0.0308867425,-0.0020731463,-0.0019412748,-0.0069315461,-0.0075310096,-0.0124079729,0.0037192451,-0.0182494558,0.0033231672,-0.0271294904,-0.0118110955,1.68,1.67,1.54,0.01,0.14,0.67,2.23,3.77,3.9,3.91,0.0224719101,-0.0230769231,-0.02,DJI,-0.5,-1.28,-0.2,-1.69,-1.82,-0.82,-1.15,0.67,-0.71,2.63,0.27,0.91,-1.48,1.71,0.16,-0.18,0.84,-2.71,-1.18,-0.49,-0.62,-0.6,-0.99,0.52,0.9
2017-03-22,20661.300781,-0.3238065376,-0.0003246072,-0.0113771744,-0.0004188346,-0.000952093,-1.3785081379,-0.9322602643,-2.1512581164,-0.5501589853,20821.0675668,20785.0740502,20459.9138406,19255.7959486,0.73,0.76,0.88,1.95,2.4,0.0057422373,0.0060003222,3.96,4.63,0.0092997117,-0.009247333,0.0014470261,-0.0030553142,0.0112986416,0.0057637404,0.0047635932,-0.007779945,0.001602014,0.0127705967,-0.0093105822,-0.000855432,-0.0015452452,-0.0072644934,-0.0048494513,0.0018898862,-0.0110888328,0.0047999438,-0.0050254652,-0.0007055609,0.0005482055,1.67,1.64,1.52,0.03,0.15,0.67,2.23,3.75,3.87,3.9,-0.010989011,0,-0.0051020408,DJI,-0.17,-0.63,-0.14,0.46,1.48,-0.36,-0.15,-0.13,-0.7,0.24,-1.25,-0.53,0.52,-2.65,-2.07,0.03,-0.03,-0.22,0.01,-0.25,-0.14,-0.13,-1,-0.11,0.35
2017-03-23,20656.580078,-1.1242464085,-0.0002284804,-0.0003246072,-0.0113771744,-0.0004188346,-1.3278083008,-0.9665717892,-1.649245861,-0.7387691909,20791.1607506,20772.836529,20467.6262421,19269.7340991,0.72,0.75,0.88,1.95,2.41,-0.0061323747,-0.0012409431,3.97,4.65,-0.000561606,-0.0014614192,-0.0018716778,-0.0002759662,-0.0035355679,-0.0008018218,0.0030477479,-0.0028512593,-0.0015994516,-0.0024603414,-0.0014459063,0.0012230797,0.0076199911,0.0021843897,0.0113876179,-0.0010602696,0.0002997097,-0.0006785366,0.0010261486,0.0058190236,0.0003674921,1.69,1.66,1.53,0.03,0.16,0.68,2.24,3.77,3.9,3.93,0,-0.0078740157,0,DJI,-0.66,-0.16,0.76,0.53,-0.71,1.08,-0.04,-0.13,0.18,-0.22,0.2,0.23,-0.21,1.33,0.11,-0.21,0.1,0.64,-0.11,0.2,0.09,0.08,-0.24,0.4,-0.32
2017-03-24,20596.720703,-9.499628919,-0.0028978357,-0.0002284804,-0.0003246072,-0.0113771744,-1.5199819603,-1.4651487928,-1.9470430504,-1.0807879138,20755.8080147,20756.0635932,20472.68877,19282.937946,0.72,0.77,0.87,1.93,2.4,0.0063829787,0,3.94,4.62,0.0035053968,-0.003277438,0.0012376238,0.0004067994,-0.0019869359,-0.0020888149,0.0033760296,-0.0033359729,-0.0011442728,0.001695699,0.0104977738,-0.0076960419,-0.0023565329,-0.0005313376,0.0020424001,-0.0008439961,0.0012566051,0.0018994297,0.0064321062,0.000893996,-0.0010497871,1.68,1.63,1.53,0.05,0.15,0.68,2.22,3.75,3.85,3.9,-0.0111111111,0,-0.0102564103,DJI,-0.05,0.47,-0.24,-0.49,0.57,0.18,-0.06,0.15,-0.14,-1.44,0.12,-0.12,0.45,0.82,1.11,0,1.47,0.3,0.2,-0.19,-0.12,-0.13,0.71,1.02,-0.09
2017-03-27,20550.980469,1.0586268457,-0.0022207532,-0.0028978357,-0.0002284804,-0.0003246072,-1.6975092946,-1.5827421839,-1.9249443218,-1.3747321721,20718.5666428,20736.5318671,20475.7590327,19295.5552845,0.72,0.77,0.89,1.93,2.38,-0.0059196617,0.0080561122,3.92,4.61,0.0031265027,-0.0020989694,0.0029965914,-0.0019896018,0.0017065273,0.0014309457,-0.0094211982,0.0025502071,-0.0005728377,0.001846645,-0.007881121,0.0002461775,-0.0006910566,-0.0059017291,-0.0056529919,-0.0010195872,-0.0067562399,0.0019952653,-0.0007615941,0.0019783344,-0.0003993006,1.66,1.61,1.49,0.05,0.17,0.69,2.23,3.72,3.84,3.89,0.0224719101,0.0079365079,0,DJI,-0.07,-0.1,-0.02,0.08,-0.5,-0.61,-0.38,0.18,-0.54,2.17,-0.51,-0.74,0,-0.78,-1.72,0.24,1.26,0.17,-0.27,-0.57,-0.47,-0.46,-0.71,1.58,0.81
2017-03-28,20701.5,-0.1270623706,0.0073242019,-0.0022207532,-0.0028978357,-0.0002284804,0.1620389887,-0.6520455633,-1.0669645363,-0.5320918496,20715.4636168,20733.1954988,20484.6116196,19309.5447841,0.74,0.77,0.9,1.97,2.42,0.0284985113,-0.0002385591,3.95,4.64,-0.0108688382,0.004107519,-0.0008290697,0.0009021987,0.0207268448,0.0108405481,0.0061141302,-0.0011128696,0.0155891796,0.002918633,0.0102906664,0.0072614892,0.0057340148,0.0068416949,0.0127833203,0.0072514742,0.0062896509,0.0059533932,-0.0042875031,0.0073233021,0.0069657847,1.68,1.65,1.52,0.03,0.16,0.69,2.22,3.74,3.87,3.9,0.010989011,0.0236220472,0.0207253886,DJI,0.21,1.14,0.57,1.68,1.34,1.37,0.62,-0.48,0.69,-1.57,0.41,0.28,0.48,1.44,1.22,-0.45,0.8,0.52,0.56,0.69,0.59,0.54,0.83,0.5,-0.21
2017-03-29,20659.320313,0.1772922844,-0.0020375184,0.0073242019,-0.0022207532,-0.0028978357,-0.0095853984,-1.3879614008,-0.9417563019,-2.1606373082,20705.2557434,20726.1597668,20491.4629409,19322.9753864,0.75,0.77,0.9,1.93,2.39,0.0229528536,-0.0048916286,3.92,4.62,0.0015304196,-0.0006473217,-0.0034685365,0.0013666168,0.0022252573,0.0214018773,0.0020256245,-0.0058889541,-0.0037246163,0.0027569306,-0.005182291,0.0021994258,0.004526147,0.0041261941,0.0044100935,0.001085325,0.0018968984,0.0038143206,-0.0035764583,0.0032034909,0.0002462256,1.64,1.62,1.49,0.02,0.15,0.7,2.23,3.72,3.85,3.87,0,-0.0307692308,-0.0203045685,DJI,0.47,2.12,0.46,0.04,2.36,0.39,-0.12,-0.43,0.33,-0.16,0.16,0.23,0.57,2.55,0.95,0.27,0.56,0.56,0.23,0.41,0.29,0.29,0.18,0.44,0.07
2017-03-30,20728.490234,-0.4087422215,0.0033481218,-0.0020375184,0.0073242019,-0.0022207532,0.3481222726,-0.9843084247,-0.6218143684,-1.3068649806,20709.4801962,20726.3817161,20500.7581289,19336.9606088,0.74,0.77,0.89,1.96,2.42,0.0167778452,-0.0018383822,3.94,4.65,0.0030569658,0.005595858,0.0001125197,0.0001887423,-0.0013183597,0.0023103898,0.0064016509,-0.0020812841,0.0086099697,0.0036657705,0.0102389801,0.0204828098,0.0040639052,-0.0005696184,0.004378406,0.00293511,-0.0037291222,0.0028469516,-0.0095877488,0.0078081427,0.0020153594,1.68,1.65,1.53,0.03,0.15,0.71,2.23,3.76,3.88,3.91,-0.0108695652,0.0158730159,0.0155440415,DJI,-0.38,1.03,0.4,-0.19,1.7,0.39,0.29,-0.85,0.08,0.91,-0.39,-0.02,0.03,0.5,-0.78,-0.54,-0.77,0.7,0.32,0.47,0.44,0.41,-1.12,-0.49,-0.73
2017-03-31,20663.220703,-0.9325830848,-0.0031487836,0.0033481218,-0.0020375184,0.0073242019,0.3228669309,-1.2020225485,-1.1470123428,-1.6304624776,20701.0693793,20720.3663815,20507.1292102,19350.1572266,0.73,0.75,0.89,1.93,2.4,0.0047713718,-0.0031630365,3.94,4.64,,,,,-0.0018758356,0.0116392618,-0.0023435553,-0.0008824081,-0.0133663149,0.002282788,-0.0103129797,-0.0201910999,0.006458144,-0.0063233731,0.0046049649,-0.0022550475,-0.0077980042,-0.0004395436,0.003824283,0.0025826079,-0.0023429349,1.67,1.65,1.51,0.02,0.16,0.7,2.24,3.75,3.89,3.91,0,-0.0078125,-0.0153061224,DJI,-0.16,-0.25,0.64,-0.68,0.5,0.4,-0.27,-0.22,-0.34,0.24,-0.69,-0.16,0.02,-0.03,-0.84,0.17,0.27,0.22,-0.22,0.18,-0.06,-0.06,1.19,0.66,0.47
2017-04-03,20650.210938,12.2615996177,-0.0006296097,-0.0031487836,0.0033481218,-0.0020375184,0.482850291,-1.2228554321,-1.1075341681,-1.4513886301,20691.8223899,20713.6849107,20512.7402584,19363.0930845,0.71,0.78,0.9,1.88,2.35,-0.0057380293,0.0019279431,3.91,4.61,,,,,0.0002783865,0.0056061003,0.0026845638,0.0011240385,-0.003642976,-0.0047069237,-0.0030542221,0.0007315937,-0.007144859,-0.0054895885,-0.0045212791,-0.0016421256,0.0062165384,-0.0028857929,,-0.0117250631,-0.0025180398,1.64,1.57,1.45,0.07,0.19,0.7,2.26,3.71,3.83,3.9,0.010989011,-0.0236220472,-0.0259067358,DJI,-0.31,0.55,-0.69,-1.85,-0.71,-0.26,-0.07,0.02,-0.72,0.23,0.46,0.11,-0.07,-1.94,0.74,0.1,-0.25,-1.04,-0.14,-0.16,0.19,0.19,0.82,0.16,0.34
